"gid" "Title" "Platform" "Metascore" "Avg_Userscore" "Single_player" "Action" "General" "First-Person" "Shooter" "Traditional" "Role-Playing" "Adventure" "Arcade" "Sci-Fi" "Fantasy" "Open-World" "Strategy" "Miscellaneous" "Historic" "2D" "Tactical" "Third-Person" "Real-Time" "Sports" "Racing" "Platformer" "Modern" "Action Adventure" "Team"
"3918" 3918 "X-Men Legends" "PlayStation2" 3 59 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3919" 3919 "Worms Reloaded" "PC" 3 44 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3920" 3920 "Warhammer: End Times - Vermintide" "PC" 3 53 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3921" 3921 "Euro Truck Simulator 2" "PC" 3 62 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3922" 3922 "South Park: The Fractured But Whole" "PlayStation4" 3 51 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3923" 3923 "LEGO Batman 2: DC Super Heroes" "Xbox360" 3 47 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"3924" 3924 "Monday Night Combat" "Xbox360" 3 56 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"3925" 3925 "Final Fantasy I & II: Dawn of Souls" "GameBoyAdvance" 3 45 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3926" 3926 "MX vs. ATV Unleashed" "PlayStation2" 3 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3927" 3927 "Tropico 3" "PC" 3 57 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3928" 3928 "Skies of Fury DX" "Switch" 3 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3929" 3929 "Wilson's Heart" "PC" 3 58 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3930" 3930 "Shantae and the Pirate's Curse" "XboxOne" 3 56 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"3931" 3931 "Else Heart.Break()" "PC" 3 58 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3932" 3932 "NHL 2K10" "Wii" 3 43 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"3933" 3933 "GrimGrimoire" "PlayStation2" 3 54 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"3934" 3934 "Trauma Center: Under the Knife 2" "DS" 3 60 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3935" 3935 "Cities: Skylines - After Dark" "PC" 3 53 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3936" 3936 "Runaway: A Twist of Fate" "PC" 3 58 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"3937" 3937 "Monster Hunter 3 Ultimate" "3DS" 3 55 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3938" 3938 "La Pucelle: Tactics" "PlayStation2" 3 61 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3939" 3939 "Quarrel" "Xbox360" 3 56 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"3940" 3940 "Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal" "PC" 3 57 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"3941" 3941 "FAR: Lone Sails" "PC" 3 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"3942" 3942 "Jotun" "PC" 3 44 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3943" 3943 "Bloodline Champions" "PC" 3 55 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"3944" 3944 "Transformers: Fall of Cybertron" "Xbox360" 3 59 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"3945" 3945 "Mortal Kombat: Deadly Alliance" "PlayStation2" 3 62 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3946" 3946 "Pokken Tournament DX" "Switch" 3 48 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3947" 3947 "Little Nightmares: Complete Edition" "Switch" 3 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3948" 3948 "Subsurface Circular" "Switch" 3 49 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3949" 3949 "Wipeout 2048" "PlayStationVita" 3 57 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3950" 3950 "Skylanders Swap Force" "PlayStation4" 3 27 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"3951" 3951 "The Legend of Heroes: Trails in the Sky" "PSP" 3 60 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3952" 3952 "Legends of War: Patton's Campaign" "PSP" 3 56 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3953" 3953 "NHL Hitz Pro" "PlayStation2" 3 59 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3954" 3954 "Chessmaster" "PlayStation2" 3 48 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3955" 3955 "The Sims: Superstar" "PC" 3 55 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3956" 3956 "Bust-A-Move 4" "Dreamcast" 3 60 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3957" 3957 "Minit" "PC" 3 47 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3958" 3958 "Cuboid" "PlayStation3" 3 51 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3959" 3959 "NBA Live 2005" "PC" 3 60 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"3960" 3960 "Orcs Must Die!" "Xbox360" 3 56 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"3961" 3961 "You, Me, and the Cubes" "Wii" 3 42 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3962" 3962 "SSX On Tour" "PSP" 3 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3963" 3963 "Oxenfree" "PlayStation4" 3 52 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3964" 3964 "Dark Souls II: Scholar of the First Sin" "PC" 3 49 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3965" 3965 "MLB 10: The Show" "PSP" 3 41 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"3966" 3966 "Street Fighter Alpha Anthology" "PlayStation2" 3 56 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3967" 3967 "Prey" "PlayStation4" 3 53 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3968" 3968 "NBA Live 06" "Xbox" 3 39 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3969" 3969 "Valiant Hearts: The Great War" "PC" 3 61 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"3970" 3970 "Payday 2" "PC" 3 12 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3971" 3971 "Virtua Tennis 3" "PSP" 3 52 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3972" 3972 "Spider-Man: The Movie" "Xbox" 3 50 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3973" 3973 "Dead Rising 2: Case Zero" "Xbox360" 3 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3974" 3974 "Until Dawn" "PlayStation4" 3 58 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"3975" 3975 "Castlevania: Lament of Innocence" "PlayStation2" 3 59 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3976" 3976 "Midnight Club: LA Remix" "PSP" 3 62 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3977" 3977 "Dungeons of Dredmor" "PC" 3 53 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3978" 3978 "Tekken 6" "PlayStation3" 3 49 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3979" 3979 "Hyper Light Drifter" "PlayStation4" 3 51 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3980" 3980 "Geometry Wars 3: Dimensions" "PC" 3 37 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3981" 3981 "EA Sports Active 2" "Wii" 3 56 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
"3982" 3982 "Assassin's Creed: Director's Cut Edition" "PC" 3 50 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"3983" 3983 "NASCAR 06: Total Team Control" "Xbox" 3 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3984" 3984 "Puzzle Dimension" "PC" 3 51 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3985" 3985 "LittleBigPlanet 3" "PlayStation4" 3 47 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"3986" 3986 "Quantum Conundrum" "PlayStation3" 3 46 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3987" 3987 "DeathSpank" "Xbox360" 3 57 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3988" 3988 "Tom Clancy's Ghost Recon: Future Soldier" "Xbox360" 3 48 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0
"3989" 3989 "Ys Seven" "PSP" 3 59 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3990" 3990 "Death Road to Canada" "Switch" 3 46 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3991" 3991 "Winning Eleven: Pro Evolution Soccer 2007" "Xbox360" 3 40 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"3992" 3992 "The Unfinished Swan" "PlayStation3" 3 56 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3993" 3993 "Dissidia: Final Fantasy" "PSP" 3 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3994" 3994 "The Next Penelope" "Switch" 3 39 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3995" 3995 "The New York Times Crosswords" "DS" 3 42 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3996" 3996 "The Lord of the Rings: The Battle for Middle-Earth II" "Xbox360" 3 50 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"3997" 3997 "Prototype" "PlayStation3" 3 52 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"3998" 3998 "Stick it to the Man!" "PlayStation3" 3 51 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"3999" 3999 "Split/Second" "PC" 3 57 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"4000" 4000 "Dead Rising 2" "Xbox360" 3 45 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"4001" 4001 "MTV Music Generator 3: This Is the Remix" "Xbox" 3 29 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4002" 4002 "ESPN Major League Baseball" "PlayStation2" 3 62 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"4003" 4003 "Tak and the Power of Juju" "GameBoyAdvance" 3 57 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"4004" 4004 "Final Fantasy Origins" "PlayStation" 3 54 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4005" 4005 "Dynasty Tactics" "PlayStation2" 3 56 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"4006" 4006 "MLB Slugfest 20-03" "Xbox" 3 53 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"4007" 4007 "Giants: Citizen Kabuto" "PlayStation2" 3 44 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"4008" 4008 "Parasite Eve II" "PlayStation" 3 65 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4009" 4009 "For Honor" "XboxOne" 3 34 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4010" 4010 "A Hat in Time" "PC" 3 60 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"4011" 4011 "Sang-Froid: Tales of Werewolves" "PC" 3 54 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4012" 4012 "The Incredible Adventures of Van Helsing: Final Cut" "PC" 3 50 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4013" 4013 "Def Jam: Fight for NY: The Takeover" "PSP" 3 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4014" 4014 "Hexic HD" "Xbox360" 3 45 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4015" 4015 "WWE Day of Reckoning" "GameCube" 3 64 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4016" 4016 "Hitman: Absolution" "PC" 3 46 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"4017" 4017 "Jotun: Valhalla Edition" "WiiU" 3 39 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4018" 4018 "Stella Glow" "3DS" 3 59 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"4019" 4019 "Edge" "WiiU" 3 50 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4020" 4020 "Pro Evolution Soccer 2012" "Wii" 3 47 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"4021" 4021 "Rochard" "PlayStation3" 3 47 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"4022" 4022 "Alien: Isolation" "PlayStation4" 3 57 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4023" 4023 "Professor Layton VS Phoenix Wright Ace Attorney" "3DS" 3 57 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4024" 4024 "CastleStorm" "Xbox360" 3 43 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"4025" 4025 "GRID" "DS" 3 56 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"4026" 4026 "Call of Juarez: Gunslinger" "PC" 3 57 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"4027" 4027 "Ultimate Marvel vs. Capcom 3" "Xbox360" 3 39 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"4028" 4028 "Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon" "PlayStation2" 3 57 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4029" 4029 "Catherine" "PlayStation3" 3 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4030" 4030 "Blossom Tales: The Sleeping King" "Switch" 3 56 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"4031" 4031 "Rome: Total War Alexander" "PC" 3 50 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
"4032" 4032 "Street Fighter Anniversary Collection" "Xbox" 3 42 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4033" 4033 "Hob" "PlayStation4" 3 46 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4034" 4034 "Driver: San Francisco" "PlayStation3" 3 51 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"4035" 4035 "The Banner Saga" "PlayStation4" 3 51 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"4036" 4036 "Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands" "PC" 3 56 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4037" 4037 "Trials Fusion" "PlayStation4" 3 47 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"4038" 4038 "LocoRoco" "PlayStation4" 3 46 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"4039" 4039 "Sam & Max Episode 102: Situation: Comedy" "PC" 3 54 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"4040" 4040 "Prototype 2" "PlayStation3" 3 43 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"4041" 4041 "Final Fantasy XIII-2" "Xbox360" 3 38 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4042" 4042 "LEGO Harry Potter: Years 1-4" "Xbox360" 3 55 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4043" 4043 "Rumu" "PC" 3 70 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4044" 4044 "Life is Strange: Before the Storm - Episode 1: Awake" "XboxOne" 3 58 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4045" 4045 "Killing Floor 2" "XboxOne" 3 40 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4046" 4046 "NieR: Automata - 3C3C1D119440927" "PlayStation4" 3 47 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4047" 4047 "Zen Pinball 2: Bethesda Pinball" "PlayStation4" 3 70 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4048" 4048 "Fallout 4: Far Harbor" "PC" 3 41 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4049" 4049 "King's Quest Chapter 3: Once Upon a Climb" "PlayStation4" 3 44 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4050" 4050 "Goetia" "PC" 3 51 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4051" 4051 "Dying Light: The Following" "PC" 3 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4052" 4052 "Monster Tale" "DS" 3 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"4053" 4053 "Tropico 3: Absolute Power" "PC" 3 51 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"4054" 4054 "Age of Zombies" "PSP" 3 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4055" 4055 "Bit.Trip Void" "Wii" 3 54 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4056" 4056 "NBA 09 The Inside" "PSP" 3 49 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"4057" 4057 "Sam & Max Episode 106: Bright Side of the Moon" "PC" 3 49 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"4058" 4058 "Tiger Woods PGA Tour 07" "PlayStation2" 3 35 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"4059" 4059 "MTV Music Generator 3: This Is the Remix" "PlayStation2" 3 61 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4060" 4060 "Activision Anthology" "GameBoyAdvance" 3 70 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4061" 4061 "Gladius" "Xbox" 3 61 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"4062" 4062 "Day of Defeat" "PC" 3 66 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"4063" 4063 "Tekken 4" "PlayStation2" 3 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4064" 4064 "Twisted Metal: Black Online" "PlayStation2" 3 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4065" 4065 "Jumpgate: The Reconstruction Initiative" "PC" 3 70 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4066" 4066 "Aqua Aqua" "PlayStation2" 3 70 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4067" 4067 "Space Empires IV" "PC" 3 58 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"4068" 4068 "Sega Marine Fishing" "Dreamcast" 3 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"4069" 4069 "Mirror's Edge" "Xbox360" 3 51 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"4070" 4070 "Tom Clancy's The Division" "PC" 3 35 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0
"4071" 4071 "Resident Evil 4: Ultimate HD Edition" "PC" 3 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"4072" 4072 "Mario vs. Donkey Kong: Mini-Land Mayhem" "DS" 3 53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"4073" 4073 "Sam & Max Episode 203: Night of the Raving Dead" "PC" 3 57 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"4074" 4074 "Metroid Prime Pinball" "DS" 3 54 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4075" 4075 "Mega Man & Bass" "GameBoyAdvance" 3 62 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"4076" 4076 "Alien Hominid HD" "Xbox360" 3 50 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4077" 4077 "F.E.A.R. 2: Project Origin" "PlayStation3" 3 54 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"4078" 4078 "Black" "PlayStation2" 3 59 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"4079" 4079 "FlatOut: Ultimate Carnage" "PC" 3 51 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"4080" 4080 "Ghostbusters: The Video Game" "Xbox360" 3 60 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4081" 4081 "Naruto Shippuden: Ultimate Ninja Storm 4" "PlayStation4" 3 56 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4082" 4082 "Just Dance 2014" "Xbox360" 3 53 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"4083" 4083 "Retro City Rampage" "PlayStationVita" 3 53 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0
"4084" 4084 "King Arthur: The Role-Playing Wargame" "PC" 3 54 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
