"gid" "Title" "Platform" "Metascore" "Avg_Userscore" "Single_player" "Action" "General" "First-Person" "Shooter" "Traditional" "Role-Playing" "Adventure" "Arcade" "Sci-Fi" "Fantasy" "Open-World" "Strategy" "Miscellaneous" "Historic" "2D" "Tactical" "Third-Person" "Real-Time" "Sports" "Racing" "Platformer" "Modern" "Action Adventure" "Team"
"1335" 1335 "ESPN College Hoops 2K5" "PlayStation2" 10 56 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1336" 1336 "Allegiance" "PC" 10 58 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1337" 1337 "Monster Hunter Generations" "3DS" 9 55 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1338" 1338 "Radiant Historia" "DS" 9 60 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1339" 1339 "Shantae: Risky's Revenge" "DS" 9 59 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1340" 1340 "Castlevania: Portrait of Ruin" "DS" 9 58 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1341" 1341 "Night in the Woods" "Switch" 9 54 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1342" 1342 "Tom Clancy's Splinter Cell: Conviction" "Xbox360" 9 52 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"1343" 1343 "Aggressive Inline" "PlayStation2" 9 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1344" 1344 "The Talos Principle" "PC" 9 60 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1345" 1345 "Cities: Skylines" "PC" 9 64 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
"1346" 1346 "DiRT Rally" "PlayStation4" 9 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1347" 1347 "Project Gotham Racing 4" "Xbox360" 9 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1348" 1348 "Metroid Prime: Hunters" "DS" 9 56 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1349" 1349 "Thumper" "Switch" 9 52 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1350" 1350 "Crypt of the NecroDancer" "PlayStation4" 9 42 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1351" 1351 "Metroid: Samus Returns" "3DS" 9 64 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1352" 1352 "OlliOlli2: Welcome to Olliwood" "PlayStationVita" 9 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1353" 1353 "Dragon Quest VIII: Journey of the Cursed King" "3DS" 9 61 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1354" 1354 "Midnight Club 3: DUB Edition Remix" "PlayStation2" 9 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1355" 1355 "NHL 08" "Xbox360" 9 57 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1356" 1356 "Ni no Kuni: Wrath of the White Witch" "PlayStation3" 9 62 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1357" 1357 "The Wolf Among Us: Episode 1 - Faith" "PlayStation3" 9 63 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1358" 1358 "UFC Undisputed 2010" "PlayStation3" 9 47 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1359" 1359 "Plants vs. Zombies" "PlayStation3" 9 54 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1360" 1360 "NBA Live 2004" "Xbox" 9 57 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1361" 1361 "NHL 2004" "Xbox" 9 40 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1362" 1362 "Hitman 2: Silent Assassin" "PlayStation2" 9 53 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"1363" 1363 "Falcon 4.0" "PC" 9 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1364" 1364 "Tom Clancy's Rainbow Six" "PC" 9 59 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"1365" 1365 "Oddworld: Abe's Oddysee" "PlayStation" 9 64 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1366" 1366 "Madden NFL 2005" "PC" 9 39 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1367" 1367 "Legend of Grimrock II" "PC" 9 56 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1368" 1368 "Madden NFL 09" "PlayStation3" 9 19 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1369" 1369 "Guitar Hero III: Legends of Rock" "Xbox360" 9 55 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1370" 1370 "The Sly Collection" "PlayStation3" 9 63 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0
"1371" 1371 "Tatsunoko vs. Capcom: Ultimate All-Stars" "Wii" 9 62 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1372" 1372 "Sam & Max Episode 205: What's New, Beelzebub?" "PC" 9 54 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1373" 1373 "Daxter" "PSP" 9 60 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1374" 1374 "Dragon Age: Inquisition" "PC" 9 34 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1375" 1375 "Tales from the Borderlands: A Telltale Game Series" "PC" 9 60 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1376" 1376 "Hearthstone: Whispers of the Old Gods" "PC" 9 29 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1377" 1377 "MLB 08: The Show" "PlayStation3" 9 62 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1378" 1378 "Unreal Championship 2: The Liandri Conflict" "Xbox" 9 58 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1379" 1379 "Yakuza 0" "PC" 9 61 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1380" 1380 "Firewatch" "XboxOne" 9 18 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1381" 1381 "Battlefield 4" "PlayStation4" 9 45 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1382" 1382 "Tom Clancy's Rainbow Six: Vegas" "PC" 9 52 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"1383" 1383 "Super Street Fighter IV: 3D Edition" "3DS" 9 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1384" 1384 "City of Heroes" "PC" 9 59 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1385" 1385 "Mass Effect 3: Special Edition" "WiiU" 9 51 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1386" 1386 "Castle Crashers" "PlayStation3" 9 59 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1387" 1387 "Pokemon Pearl Version" "DS" 9 52 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1388" 1388 "Lara Croft and the Guardian of Light" "Xbox360" 9 59 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0
"1389" 1389 "BlazBlue: Chrono Phantasma Extend" "PC" 9 53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1390" 1390 "SWAT 4" "PC" 9 61 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1391" 1391 "Midnight Club II" "PlayStation2" 9 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1392" 1392 "Aggressive Inline" "Xbox" 9 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1393" 1393 "Clive Barker's Undying" "PC" 9 63 1 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1394" 1394 "Rollcage Stage II" "PlayStation" 9 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1395" 1395 "EverQuest" "PC" 9 58 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1396" 1396 "F-Zero X" "Nintendo64" 9 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1397" 1397 "Trials Evolution: Origin of Pain" "Xbox360" 9 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1398" 1398 "Tom Clancy's Splinter Cell Double Agent" "Xbox360" 9 56 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"1399" 1399 "Pillars of Eternity: Complete Edition" "PlayStation4" 9 52 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1400" 1400 "Bravely Default" "3DS" 9 59 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1401" 1401 "DOOM" "PlayStation4" 9 58 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1402" 1402 "Far Cry Instincts" "Xbox" 9 32 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1403" 1403 "Warhammer 40,000: Dawn of War II" "PC" 9 56 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1404" 1404 "Dark Souls Remastered" "PlayStation4" 9 37 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1405" 1405 "Paradigm" "PC" 9 48 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1406" 1406 "NBA 2K14" "PlayStation4" 9 40 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1407" 1407 "Battlefield 3" "PlayStation3" 9 50 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"1408" 1408 "Tekken Tag Tournament" "PlayStation2" 9 59 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1409" 1409 "Onimusha 3: Demon Siege" "PlayStation2" 9 61 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1410" 1410 "Red Faction: Guerrilla" "PlayStation3" 9 55 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1411" 1411 "Final Fantasy X-2" "PlayStation2" 9 41 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1412" 1412 "Guacamelee! 2" "PC" 9 48 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1413" 1413 "Battlerite" "PC" 9 50 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1414" 1414 "Command & Conquer 3: Tiberium Wars" "PC" 9 55 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1415" 1415 "Madden NFL 10" "Xbox360" 9 36 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1416" 1416 "Batman: Arkham Knight" "XboxOne" 9 42 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1417" 1417 "Assassin's Creed III" "WiiU" 9 47 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"1418" 1418 "Astro Boy: Omega Factor" "GameBoyAdvance" 9 63 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1419" 1419 "BlazBlue: Continuum Shift" "Xbox360" 9 62 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1420" 1420 "Life is Strange" "PlayStation4" 9 61 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1421" 1421 "Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien" "PC" 9 57 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1422" 1422 "Hotline Miami" "PC" 9 61 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1423" 1423 "Guitar Hero World Tour" "Xbox360" 9 38 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1424" 1424 "Nioh: Bloodshed's End" "PlayStation4" 9 42 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1425" 1425 "Out of the Park Baseball 13" "PC" 9 57 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1426" 1426 "NHL 2004" "GameCube" 9 59 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1427" 1427 "World Series Baseball" "Xbox" 9 63 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1428" 1428 "Wizardry 8" "PC" 9 58 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1429" 1429 "Aliens Versus Predator 2" "PC" 9 62 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1430" 1430 "Operation Flashpoint: Cold War Crisis" "PC" 9 63 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"1431" 1431 "Rumble Racing" "PlayStation2" 9 59 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1432" 1432 "Metal Slug X" "PlayStation" 9 62 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1433" 1433 "Tropico" "PC" 9 58 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0
"1434" 1434 "Giants: Citizen Kabuto" "PC" 9 64 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1435" 1435 "MotoGP 3: Ultimate Racing Technology" "Xbox" 9 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1436" 1436 "Rocket League" "PlayStation4" 9 61 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1
"1437" 1437 "Dead or Alive 4" "Xbox360" 9 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1438" 1438 "NASCAR SimRacing" "PC" 9 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1439" 1439 "Pure" "Xbox360" 9 51 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1440" 1440 "LocoRoco 2" "PSP" 9 60 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1441" 1441 "Crysis 2" "PlayStation3" 9 48 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1442" 1442 "The Lord of the Rings Online: Mines of Moria" "PC" 9 57 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1443" 1443 "SoulCalibur IV" "PlayStation3" 9 53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1444" 1444 "Kingdom Hearts" "PlayStation2" 9 63 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1445" 1445 "The Binding of Isaac: Afterbirth" "PC" 9 57 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1446" 1446 "Hotline Miami" "PlayStationVita" 9 59 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1447" 1447 "Amnesia: The Dark Descent" "PC" 9 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1448" 1448 "SoulCalibur IV" "Xbox360" 9 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1449" 1449 "Project Gotham Racing" "Xbox" 9 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1450" 1450 "Fable" "Xbox" 9 59 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1451" 1451 "Forza Horizon" "Xbox360" 9 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1452" 1452 "Chaos Reborn" "PC" 9 58 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1453" 1453 "Assassin's Creed Origins" "XboxOne" 9 50 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1454" 1454 "GTR: FIA GT Racing Game" "PC" 9 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1455" 1455 "Final Fantasy IX" "PlayStation4" 9 58 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1456" 1456 "Shadow Hearts: Covenant" "PlayStation2" 9 65 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1457" 1457 "Rogue Legacy" "PlayStationVita" 9 53 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1458" 1458 "Madden NFL 10" "PlayStation3" 9 43 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1459" 1459 "Syphon Filter: Logan's Shadow" "PSP" 9 63 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"1460" 1460 "Football Manager 2011" "PC" 9 58 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1461" 1461 "Dust: An Elysian Tail" "PC" 9 60 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1462" 1462 "NBA Live 2005" "Xbox" 9 51 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1463" 1463 "NHL 2004" "PlayStation2" 9 51 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1464" 1464 "NFL 2K2" "PlayStation2" 9 50 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1465" 1465 "South Park: The Stick of Truth" "PC" 9 61 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1466" 1466 "Yakuza Kiwami 2" "PlayStation4" 9 62 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1467" 1467 "Final Fantasy XII: The Zodiac Age" "PC" 9 34 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1468" 1468 "Monkey Island 2 Special Edition: LeChuck's Revenge" "Xbox360" 9 59 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1469" 1469 "Assassin's Creed III" "PlayStation3" 9 44 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"1470" 1470 "Fire Emblem: The Sacred Stones" "GameBoyAdvance" 9 65 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1471" 1471 "Dragon Age: Inquisition" "XboxOne" 9 45 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1472" 1472 "Dark Souls: Prepare to Die Edition" "PC" 9 51 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1473" 1473 "The Binding of Isaac: Afterbirth +" "Switch" 9 56 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1474" 1474 "NBA 2K13" "WiiU" 9 46 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1475" 1475 "Shadow Tactics: Blades of the Shogun" "PC" 9 60 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1476" 1476 "Super Smash Bros. for Nintendo 3DS" "3DS" 9 61 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1477" 1477 "Medieval II: Total War Kingdoms" "PC" 9 63 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
"1478" 1478 "Call of Duty: World at War" "PlayStation3" 9 51 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1479" 1479 "West of Loathing" "Switch" 9 52 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1480" 1480 "DJMax Respect" "PlayStation4" 9 50 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1481" 1481 "SUPERHOT VR" "PC" 9 43 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1482" 1482 "Pro Evolution Soccer 2017" "PlayStation4" 9 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1483" 1483 "Resogun: Defenders" "PlayStation4" 9 46 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1484" 1484 "Shovel Knight" "PC" 9 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1485" 1485 "Final Fantasy X / X-2 HD Remaster" "PlayStation3" 9 60 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1486" 1486 "DmC: Devil May Cry" "PC" 9 43 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1487" 1487 "The Legend of Zelda: Four Swords Anniversary Edition" "DS" 9 49 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1488" 1488 "Maboshi's Arcade" "Wii" 9 53 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1489" 1489 "Peggle Deluxe" "PC" 9 56 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1490" 1490 "Viewtiful Joe 2" "PlayStation2" 9 53 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1491" 1491 "Tony Hawk's Underground" "Xbox" 9 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1492" 1492 "WWE SmackDown! Here Comes the Pain" "PlayStation2" 9 64 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1493" 1493 "Tony Hawk's Pro Skater 4" "GameBoyAdvance" 9 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1494" 1494 "Hot Shots Golf 3" "PlayStation2" 9 64 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1495" 1495 "Monopoly Tycoon" "PC" 9 55 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1496" 1496 "FIFA 2001 Major League Soccer" "PlayStation" 9 53 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1497" 1497 "Indigo Prophecy" "PC" 9 58 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"1498" 1498 "Prince of Persia: The Two Thrones" "PC" 9 55 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1499" 1499 "Sam & Max Episode 204: Chariots of the Dogs" "PC" 9 56 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1500" 1500 "Marvel vs. Capcom 3: Fate of Two Worlds" "Xbox360" 9 46 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1501" 1501 "Assetto Corsa" "PC" 9 59 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
